width,height,megapixels,original_kb,brightness,contrast,complexity,sharpness,minimum_similarity,network_mbps,max_attachment_kb,intended_use,target_quality
1437,3323,4.775151,1341.2715121156589,208.52418490337539,26.20443237515925,58.5721063852665,5710.5934384149905,0.8641931781530505,0.256,500.0,Email,54.18433388390066
4836,419,2.026284,762.9645930123833,83.07660248663987,77.06328691496724,66.29164614479072,2679.3101988553103,0.9536201265729174,10.0,500.0,Email,76.1071102647226
3031,2456,7.444136,5185.766255646159,42.34241886710807,31.639845896676846,45.551000683940906,5679.088118291851,0.883237544601423,0.256,500.0,Cloud storage,47.239260998860665
3836,1251,4.798836,1158.5955561855017,112.90926951384891,53.35336598447129,73.66878226091315,4513.654309047555,0.9304643127224802,0.256,5120.0,Mobile sharing,59.23820557260292
3401,1852,6.298652,4133.85425822727,81.71636153096114,73.38521970422933,64.87499733388705,729.6265822458295,0.8520899954114486,1.0,250.0,Email,54.78752970973973
1252,1256,1.572512,917.9608857717204,207.44492936419167,79.21764842306925,24.81453155497655,1955.234036135828,0.8607565360187948,1.0,250.0,Website,48.80693797440674
2761,1847,5.099567,1316.0605568956423,195.86749959656626,46.93562421262324,5.879578510992659,1175.4939132349368,0.9452648438674758,5.0,250.0,Cloud storage,61.76568004899128
1370,2611,3.57707,2194.8079860396842,78.25561789185068,19.04287909200462,74.12873023757186,2175.311589733043,0.9190266209877641,5.0,2048.0,High-quality archive,79.94733660537774
960,3211,3.08256,2049.752993272963,173.3912434918177,50.29781987844465,74.88760737763964,3715.830529004285,0.9512809510173766,5.0,250.0,High-quality archive,78.02571010045148
3847,1924,7.401628,1967.7447254708761,130.54623802626713,55.42215378344767,50.77683664379208,2795.9577709578416,0.9459026210320044,10.0,5120.0,Mobile sharing,65.90383934981523
3961,3051,12.085011,6241.230888547428,134.38719486306985,30.082418709932817,68.20904520378218,6726.352685120387,0.9668575994601174,5.0,250.0,Mobile sharing,58.88922548873766
4927,1679,8.272433,3310.1450766120192,222.45946190401372,22.504625920617993,36.81474297237242,6134.996359464291,0.8654482096842424,5.0,2048.0,Cloud storage,59.696674418689355
3206,3927,12.589962,7977.151087871195,92.25086795589692,76.61544908302841,30.622236594328033,4264.221739497969,0.9527352654537128,5.0,5120.0,Website,66.9911955067183
512,3704,1.896448,855.6929739515108,129.1649648582172,19.416796536638437,31.55862244383941,6062.446611779006,0.824942853925765,10.0,500.0,Cloud storage,51.88024457445377
4389,583,2.558787,1426.0945878710043,83.94639707458693,84.3287065722938,64.17757427466793,6205.650937465622,0.9050068407709768,0.256,1024.0,Website,65.28137938041057
3984,3263,12.999792,1891.3893465033577,217.11790585533595,71.80135040436987,55.11594902883516,5220.763322730187,0.9050580669912702,0.256,1024.0,Website,60.558242047578226
681,2705,1.842105,451.08534393175603,203.73115205282522,79.94018969754121,31.664216139066777,4071.3346128470444,0.9755753996693757,0.256,250.0,Mobile sharing,59.64233725712178
4553,3373,15.357269,3476.989873153437,75.23671105859896,22.20011128360719,12.849071668313517,545.5665125846755,0.9783716910727798,0.256,250.0,Website,58.22592711518708
2828,3378,9.552984,4401.412458820065,182.13926886817316,65.4729606218124,75.33835576697373,4487.349317964947,0.9340399510018079,5.0,1024.0,Email,69.1206792902902
2458,1004,2.467832,559.548922665747,186.34862866251137,35.85630250687557,15.589586799637893,1762.1480803934262,0.9547312242835584,5.0,500.0,Email,68.32272105487897
3370,3483,11.73771,2046.0525820152598,180.35463698382816,39.613237310322404,20.7630338630915,4837.865094548157,0.8672030733939833,10.0,5120.0,Cloud storage,62.42219700003872
3016,1621,4.888936,2368.500571158492,150.96372387013417,64.88370957141967,14.076542961836974,4870.106263627701,0.9279600570208357,5.0,2048.0,Email,62.17269954435059
3855,2008,7.74084,2811.086241580574,51.475181892207836,32.789434231744856,39.158935807439015,5213.198853513672,0.9527599856199858,0.256,1024.0,Cloud storage,71.62368528948903
2910,3859,11.22969,4655.163648730562,152.74668398213163,89.23764865326594,43.32863167585862,3724.1698898526224,0.9163195141644047,10.0,2048.0,Email,71.94522749055211
2285,2256,5.15496,2085.218465855344,210.12014700513836,54.48052643490729,41.40228384493514,6737.289920316179,0.8489415088515344,1.0,1024.0,Email,50.83134615137819
1397,2513,3.510661,1320.7423581303592,181.15609044666206,73.67731542398687,5.636225199833716,4011.381179978529,0.8446853000661562,0.256,5120.0,Mobile sharing,34.19045382621782
2247,2655,5.965785,1884.9247686310516,156.8966519332269,47.98068771712601,65.29073028912437,1653.219921028612,0.9000335438901363,10.0,250.0,Website,56.60075388425419
3878,1695,6.57321,1693.5811764671516,89.50955857705642,35.03464693855106,24.555449237102177,4097.9909536986725,0.9789636037033349,0.256,5120.0,High-quality archive,82.63393427021028
1968,2700,5.3136,3295.4055041773263,212.25735710616598,31.308850186363514,46.340421773281136,5838.21752989751,0.8903694467968747,1.0,500.0,Website,47.066004941402156
4933,3709,18.296497,10705.565025106866,86.1347951373331,40.668005925375,47.87719297879973,3947.4027532059845,0.9008804510971307,5.0,2048.0,High-quality archive,71.17945636229582
3521,3097,10.904537,3490.798093339388,97.82862941980699,25.17807695134624,18.474401222371377,5961.120108503435,0.8564588458484533,1.0,250.0,High-quality archive,54.3105588905264
3892,1036,4.032112,1251.2693122249686,68.6302681130548,67.46982887862725,25.552545331680733,501.38011550910824,0.828789598271627,10.0,1024.0,Mobile sharing,38.76592262743087
502,3455,1.73441,379.1010210382765,150.24760368713166,50.57504224085966,39.313824741016006,548.9901394023187,0.9628883975605204,10.0,250.0,Email,71.73527853491944
450,2538,1.1421,506.1916934519994,63.50751986715993,31.223236208732708,57.11887202744336,5087.476914615768,0.9159082893727896,10.0,5120.0,High-quality archive,73.45710260308475
2973,1480,4.40004,1768.9162191296448,103.33659579665608,32.9532714139749,6.7689864458914855,2497.876830277613,0.822950048460031,5.0,500.0,Email,44.25274317222904
2420,1291,3.12422,1789.2083285321792,188.99874597536152,71.93646567355103,11.429411083869454,3351.4059858303067,0.9165449531980173,5.0,500.0,Cloud storage,65.39718226254284
4377,1204,5.269908,2051.521478702247,113.64676062037417,29.133358506172932,70.60207450004641,6483.522347720235,0.9687316664907555,0.256,1024.0,Email,74.92157026106072
482,2266,1.092212,149.49057796275932,179.97366638758214,92.61612580558747,77.28398194305782,6796.43562031368,0.9080517609116223,10.0,250.0,High-quality archive,74.81511828410892
677,2609,1.766293,848.5270586184623,114.27818587315038,60.747358121688734,15.593541885061391,5191.401684634745,0.9367649227270067,0.256,250.0,Cloud storage,67.42508368874668
4305,3001,12.919305,3978.656757823135,219.19713090786163,73.64995796476363,33.257061370628286,1264.9113343193853,0.8551327347523345,5.0,1024.0,Email,56.12266454934784
2796,3042,8.505432,2149.228566230843,198.31661534959062,45.256041840774486,72.84121898570653,1729.81220596886,0.9682672780930051,5.0,250.0,Email,68.7533916109985
1586,2718,4.310748,930.4362613556357,51.796435233128136,68.9356153955853,30.85834771542049,545.1491176978083,0.8960488988613766,10.0,2048.0,High-quality archive,74.04313682500683
2752,1606,4.419712,2705.078799976371,133.81366332968275,82.41855750451776,39.60393835578418,6673.177372842719,0.8385438184510798,5.0,500.0,Website,40.353122541583694
4471,1418,6.339878,1375.9651276042187,165.63144767087564,18.78980053835918,26.50068872293269,1021.5237537655834,0.8905723887387654,5.0,1024.0,Mobile sharing,47.32145389825689
1636,1406,2.300216,341.0411708815145,151.7333602416853,44.89744023058811,56.4094698966838,805.2354470896657,0.8597270796616467,0.256,500.0,Email,53.348515316493085
2500,3153,7.8825,2722.358981299463,135.783824124585,62.48124739537538,4.790174114956551,3630.1769690810133,0.875173001503814,10.0,1024.0,High-quality archive,64.06986569165073
846,3218,2.722428,1816.3234402404823,39.231075919624004,63.10982102490783,65.63521351764535,2029.4127411167315,0.9211768081226082,10.0,500.0,Cloud storage,78.76122937758537
4674,3053,14.269722,5474.072609579954,138.92767963986145,26.7394586566122,30.57543809504366,6914.149761907409,0.8225968730147953,0.256,1024.0,Mobile sharing,30.56681267288002
2757,1566,4.317462,1742.0317878822937,220.8286916997162,52.99014691805631,13.735547596012921,409.4643670814179,0.8625295061240105,10.0,2048.0,Cloud storage,55.02262792198124
2718,2372,6.447096,4256.1158364591765,130.45846878987828,92.69081214418622,24.224522253466773,3556.5894159423633,0.9575249266894921,0.256,1024.0,Email,62.132253006804696
2302,3479,8.008658,2820.945645981352,135.83742530144445,93.12216531321165,18.29163016998084,2144.7344252052903,0.8826940335856084,0.256,1024.0,Mobile sharing,44.823005824588996
1320,2064,2.72448,1402.135293174604,85.06033135597036,43.41742672969598,31.606573467804594,5031.424663637085,0.8946414821021349,5.0,500.0,Mobile sharing,47.23697876254951
656,2459,1.613104,406.31439128228936,206.0173428472997,42.41202368269125,6.196308958060272,3487.4715566224477,0.8581546309945187,0.256,2048.0,Email,45.283727083158524
3836,1468,5.631248,3739.3578967095286,150.2410990775095,71.82873536182635,61.51410201240823,6950.015303029592,0.8746461219522597,5.0,250.0,High-quality archive,67.68045023269629
4196,2319,9.730524,2251.7417102412514,151.4907896088865,16.129978678145918,79.06880900124617,1888.7912308577684,0.8373199106359771,0.256,2048.0,Website,47.40856655233369
1505,3368,5.06884,1466.0719623568355,71.65892993376161,45.28967419476149,34.58375446318948,2406.1037971900096,0.8724678213649126,1.0,250.0,Mobile sharing,39.817301532743414
1439,1127,1.621753,910.2740229508715,223.2538554547132,89.28209400458633,44.34598715409703,3746.1757976566428,0.943830310182025,1.0,250.0,High-quality archive,85.17168323330442
3917,2124,8.319708,3141.347621694768,180.70635794036755,79.51189830367029,28.293689044815512,6508.233595842742,0.8350946404223448,10.0,5120.0,High-quality archive,65.26325734073362
566,735,0.41601,209.69021466765193,41.49408807636943,76.61495595553463,68.53627957604253,4236.751258985561,0.8356613248343775,10.0,2048.0,Email,56.607379596628654
1669,3466,5.784754,2229.9253091017426,85.39055666138754,46.41880096814024,37.85841582336913,6161.911547739412,0.8632545552844222,10.0,5120.0,Mobile sharing,47.86828070199914
3882,1580,6.13356,2554.2098490324447,114.37122440893953,35.589785044411684,44.21970463327749,1105.0220448978773,0.9105264350998544,1.0,1024.0,Cloud storage,70.9789414570546
2301,3874,8.914074,6086.2605215739795,184.09718396175674,92.40744207979778,71.72719749608494,1037.6222846689166,0.9042336145016021,5.0,250.0,Website,59.89308110012422
1795,2502,4.49109,1258.2512112926388,211.62380468136254,24.214884265140853,49.23671708464775,5061.2318549337415,0.9156569653129926,0.256,250.0,Website,48.23617213328524
4153,2231,9.265343,2569.998526176303,160.95564579201493,24.494189366307594,79.83821731498156,6268.363642917386,0.8497559071801134,1.0,500.0,Email,48.62694198140003
1933,2985,5.770005,2205.9532798302166,64.69535117258526,23.332119504229727,84.9807576269762,3214.6972440322365,0.8971801607406583,10.0,2048.0,Website,63.984056313771404
4642,3633,16.864386,11128.645529529294,215.02367855850915,40.17739579722907,32.123520733497486,3194.529132101568,0.8865858688107665,1.0,250.0,Mobile sharing,45.39930484120276
4351,1311,5.704161,3034.643732335517,47.75957876964485,18.10010652227436,56.60589875130749,2406.1602101341596,0.8350433923470129,5.0,2048.0,Email,48.62177556106318
4769,1847,8.808343,1830.2698761717313,95.83058408964519,44.46753313650753,47.04815716279912,2113.2359742765293,0.8297009187503048,1.0,500.0,High-quality archive,64.75782643545351
3457,1789,6.184573,1498.3175715466934,84.76031116729973,65.1561872345815,34.828614435401335,2450.4145825279697,0.9434976865350281,5.0,250.0,Cloud storage,67.88197705351281
2142,1356,2.904552,1241.779239120433,207.86153953833343,78.49380994051415,7.8149318953122755,3032.237156711335,0.931730945258974,5.0,5120.0,High-quality archive,79.1813409795796
486,734,0.356724,160.64895167895563,59.047120503552456,75.12156482235147,44.62951379186578,5077.848010222141,0.9206316827460443,10.0,5120.0,High-quality archive,78.86454481979013
3217,2527,8.129359,5083.781294804366,41.92173717974783,59.495223743823146,20.734083403399218,6029.403940933395,0.9237436296325378,1.0,1024.0,High-quality archive,67.1428705701181
4526,1620,7.33212,3894.479630524594,73.82831359021137,22.48663562706982,75.81835817465918,5361.261929581812,0.8667698469487987,0.256,250.0,Mobile sharing,36.77098557670303
4871,2512,12.235952,3736.2263674449446,91.83377739163923,18.16188949521844,62.735513085958374,350.06781414534754,0.8207771740443646,10.0,2048.0,Cloud storage,54.80149992547778
1840,3123,5.74632,2291.8330123075475,127.34859741656588,49.89091381192843,29.62078070304736,3675.9137885915893,0.915706860806524,1.0,2048.0,Email,58.858824789734484
4531,3375,15.292125,5341.07406714165,69.3341771956938,43.169637914042696,26.572787520970685,1263.0330648061786,0.9422521685474065,10.0,1024.0,Mobile sharing,51.97261062602114
4276,517,2.210692,371.7885819498674,111.62198075676538,21.42218563232297,24.54382690601635,6902.906714382534,0.8516988386259344,0.256,250.0,Website,37.356967219450105
3038,3395,10.31401,3555.642613273568,192.08484838003994,26.08644411539703,38.128196959000185,4843.844846686405,0.9589178304452639,10.0,500.0,Email,66.98638062329542
3405,648,2.20644,501.04254380087445,48.13625086856175,73.23047135988176,26.620917435215535,5080.029766833272,0.9580076480653321,0.256,2048.0,Mobile sharing,55.851846628049756
4243,1482,6.288126,1019.2085346000819,197.18973289787945,33.77627912415166,47.95841206437147,3012.3972121013944,0.9472840841965763,10.0,1024.0,Mobile sharing,61.39142477621626
4490,3960,17.7804,3832.9892353699597,192.83374836172698,19.139979648310785,42.1671991049836,6210.027026334514,0.9296343390985813,5.0,2048.0,Mobile sharing,61.442816537503276
1611,620,0.99882,426.7185070869045,122.82330672729695,41.151868150159146,28.049410214435948,1793.427597003099,0.8784075595015614,0.256,250.0,Website,42.57265524558806
1375,2567,3.529625,728.0143200889257,166.83327349971026,82.81331743983786,22.47792510828523,1096.6741306439842,0.8275600542170376,0.256,500.0,Email,51.26198186212927
3906,1370,5.35122,2977.4211982590764,48.653811509782415,62.37062599229334,64.99817315911551,2546.4705610107767,0.8217495553777061,1.0,1024.0,Mobile sharing,41.59809163075158
4867,1327,6.458509,1537.189907907023,58.54591962316784,59.42044959200449,51.90849814754242,5556.282318334296,0.9628066391672139,10.0,500.0,Cloud storage,75.23642846231635
4106,2296,9.427376,2823.733068204925,97.65922211478546,89.5555495383997,58.91546421550003,6823.403372095186,0.886706005874999,0.256,1024.0,Email,68.34447315206674
2002,786,1.573572,416.8709096307933,135.25090851485163,20.3899444106405,79.37987820332891,910.7135895064271,0.9424513958301818,0.256,5120.0,Mobile sharing,56.59370191409964
845,3743,3.162835,534.8793256985216,166.45094164427405,65.53028337370543,65.10265348467333,5805.975074800885,0.9349360901077048,10.0,1024.0,Cloud storage,75.29693272452178
4639,2910,13.49949,9118.551852094195,146.6291383004861,68.14758947474031,38.84449946038366,5305.039627714367,0.8456622918508377,10.0,250.0,Website,45.77696942537575
1331,1616,2.150896,980.3671630333272,44.32406906761187,47.342116506435914,50.804217489375986,4117.07989156949,0.9251734338829397,5.0,2048.0,Email,68.00289299716478
1713,3244,5.556972,2701.3194515773675,137.12645588206885,63.49571431102487,11.297856073773252,1948.4379580423638,0.9596779544642731,5.0,1024.0,High-quality archive,79.65682051762184
3523,1835,6.464705,1657.4899360994705,174.46314635985735,81.19526820069977,51.66341435237781,4159.970137774382,0.8741746309137302,5.0,1024.0,Email,57.03630536671872
564,3003,1.693692,721.952450776616,104.96415338719048,19.030379063084347,14.72660690876358,1391.525067298626,0.9710629835322039,1.0,500.0,Mobile sharing,62.3148369556776
2723,3800,10.3474,3340.494073607725,189.9888207547008,45.66742347284063,66.3454760938379,5628.7995840818085,0.8377313231517927,10.0,2048.0,Mobile sharing,45.21563826637693
1260,1847,2.32722,370.1167186014797,210.42751114899693,85.69330252579863,45.81559867113815,3888.159186390867,0.9511121208871419,0.256,2048.0,Cloud storage,72.4431958852424
